Embedding Index statistics
==================================================

Total occurrence: 280512
Index 210: 53 times
Index 50008: 53 times
Index 54487: 53 times
Index 17934: 53 times
Index 62928: 53 times
Index 50750: 53 times
Index 11744: 52 times
Index 64467: 52 times
Index 2506: 52 times
Index 21494: 52 times
Index 16391: 52 times
Index 47529: 52 times
Index 53135: 52 times
Index 1555: 52 times
Index 4892: 52 times
Index 36019: 52 times
Index 34355: 52 times
Index 39124: 52 times
Index 51517: 51 times
Index 36895: 51 times
Index 15668: 51 times
Index 20830: 51 times
Index 40826: 51 times
Index 21267: 50 times
Index 40832: 50 times
Index 32624: 50 times
Index 57020: 50 times
Index 18061: 50 times
Index 32437: 50 times
Index 51502: 50 times
Index 34083: 50 times
Index 35024: 50 times
Index 59703: 50 times
Index 50143: 49 times
Index 38306: 49 times
Index 19644: 49 times
Index 22151: 49 times
Index 19971: 49 times
Index 46129: 49 times
Index 55304: 49 times
Index 60041: 49 times
Index 32481: 49 times
Index 52516: 49 times
Index 41551: 49 times
Index 4908: 49 times
Index 20451: 48 times
Index 46301: 48 times
Index 3473: 48 times
Index 35554: 48 times
Index 25487: 48 times
Index 60674: 48 times
Index 52767: 48 times
Index 46757: 48 times
Index 25716: 48 times
Index 48776: 48 times
Index 356: 48 times
Index 35688: 48 times
Index 62819: 47 times
Index 54185: 47 times
Index 23535: 47 times
Index 4592: 47 times
Index 45035: 47 times
Index 52871: 47 times
Index 53347: 47 times
Index 17521: 47 times
Index 63423: 47 times
Index 55538: 47 times
Index 34067: 47 times
Index 48893: 47 times
Index 5575: 47 times
Index 24672: 46 times
Index 50437: 46 times
Index 26082: 46 times
Index 5869: 46 times
Index 16888: 46 times
Index 10736: 46 times
Index 33148: 46 times
Index 44133: 46 times
Index 36858: 46 times
Index 45530: 46 times
Index 51123: 46 times
Index 35321: 46 times
Index 19685: 46 times
Index 64025: 46 times
Index 29909: 46 times
Index 20735: 46 times
Index 50808: 46 times
Index 50227: 45 times
Index 22968: 45 times
Index 7632: 45 times
Index 35769: 45 times
Index 777: 45 times
Index 38735: 45 times
Index 5612: 45 times
Index 13799: 45 times
Index 252: 45 times
Index 25952: 45 times
Index 19684: 45 times
Index 48427: 45 times
Index 6704: 45 times
Index 54668: 45 times
Index 10781: 45 times
Index 6906: 45 times
Index 29695: 45 times
Index 4231: 44 times
Index 48960: 44 times
Index 35732: 44 times
Index 7329: 44 times
Index 51785: 44 times
Index 24655: 44 times
Index 53850: 44 times
Index 26: 44 times
Index 17407: 44 times
Index 27544: 44 times
Index 4829: 44 times
Index 28031: 44 times
Index 43134: 44 times
Index 49635: 44 times
Index 7533: 44 times
Index 4905: 44 times
Index 15812: 44 times
Index 7153: 43 times
Index 8136: 43 times
Index 58847: 43 times
Index 1785: 43 times
Index 11501: 43 times
Index 42722: 43 times
Index 27268: 43 times
Index 1574: 43 times
Index 35524: 43 times
Index 17549: 42 times
Index 26178: 42 times
Index 24386: 42 times
Index 10897: 42 times
Index 46335: 42 times
Index 61025: 42 times
Index 16045: 42 times
Index 38717: 42 times
Index 13083: 42 times
Index 36487: 42 times
Index 5910: 42 times
Index 28956: 42 times
Index 13404: 42 times
Index 57237: 42 times
Index 16056: 41 times
Index 24989: 41 times
Index 203: 41 times
Index 16816: 41 times
Index 10437: 41 times
Index 58229: 41 times
Index 52092: 41 times
Index 3112: 41 times
Index 9887: 41 times
Index 2463: 41 times
Index 26363: 41 times
Index 57674: 41 times
Index 44812: 41 times
Index 24553: 41 times
Index 25400: 41 times
Index 39773: 41 times
Index 63671: 41 times
Index 4358: 41 times
Index 53246: 41 times
Index 37170: 41 times
Index 15084: 41 times
Index 25796: 40 times
Index 56247: 40 times
Index 39193: 40 times
Index 40036: 40 times
Index 12393: 40 times
Index 24552: 40 times
Index 20258: 40 times
Index 26603: 40 times
Index 40222: 40 times
Index 28458: 40 times
Index 31347: 40 times
Index 41369: 40 times
Index 39187: 40 times
Index 55273: 40 times
Index 56326: 40 times
Index 36826: 40 times
Index 48537: 40 times
Index 10792: 40 times
Index 7852: 39 times
Index 15260: 39 times
Index 32267: 39 times
Index 47749: 39 times
Index 51850: 39 times
Index 10132: 39 times
Index 62009: 39 times
Index 4763: 39 times
Index 555: 39 times
Index 55045: 39 times
Index 6074: 39 times
Index 24309: 39 times
Index 57578: 39 times
Index 6626: 39 times
Index 45244: 39 times
Index 18924: 39 times
Index 49117: 39 times
Index 10968: 39 times
Index 42016: 39 times
Index 35213: 39 times
Index 15815: 39 times
Index 50547: 38 times
Index 57472: 38 times
Index 51630: 38 times
Index 9098: 38 times
Index 29954: 38 times
Index 16977: 38 times
Index 25745: 38 times
Index 11188: 38 times
Index 50197: 38 times
Index 15003: 38 times
Index 25332: 38 times
Index 53115: 38 times
Index 47310: 38 times
Index 16277: 38 times
Index 50596: 38 times
Index 50703: 38 times
Index 12394: 38 times
Index 23657: 38 times
Index 51747: 38 times
Index 862: 38 times
Index 59809: 37 times
Index 46421: 37 times
Index 51356: 37 times
Index 53213: 37 times
Index 22431: 37 times
Index 35663: 37 times
Index 23946: 37 times
Index 26614: 37 times
Index 40347: 37 times
Index 49218: 37 times
Index 21155: 37 times
Index 3556: 37 times
Index 37191: 37 times
Index 20684: 37 times
Index 802: 37 times
Index 35173: 37 times
Index 33080: 37 times
Index 35537: 37 times
Index 29624: 37 times
Index 31161: 37 times
Index 58311: 36 times
Index 34021: 36 times
Index 44371: 36 times
Index 10821: 36 times
Index 4991: 36 times
Index 59966: 36 times
Index 5947: 36 times
Index 51686: 36 times
Index 56328: 36 times
Index 47987: 36 times
Index 50281: 36 times
Index 50743: 36 times
Index 61207: 36 times
Index 41847: 36 times
Index 9025: 35 times
Index 23563: 35 times
Index 30437: 35 times
Index 52453: 35 times
Index 52952: 35 times
Index 44495: 35 times
Index 21018: 35 times
Index 32490: 35 times
Index 7173: 35 times
Index 18260: 35 times
Index 60186: 35 times
Index 30924: 35 times
Index 24237: 35 times
Index 7431: 35 times
Index 56098: 35 times
Index 24145: 34 times
Index 19513: 34 times
Index 29473: 34 times
Index 45408: 34 times
Index 23031: 34 times
Index 24675: 34 times
Index 4081: 34 times
Index 53903: 34 times
Index 17409: 34 times
Index 16740: 34 times
Index 25751: 34 times
Index 55485: 34 times
Index 33557: 34 times
Index 22458: 34 times
Index 2385: 34 times
Index 45076: 34 times
Index 11112: 34 times
Index 10561: 34 times
Index 15962: 34 times
Index 26418: 34 times
Index 57100: 34 times
Index 14799: 34 times
Index 30623: 34 times
Index 21481: 33 times
Index 7583: 33 times
Index 43860: 33 times
Index 16630: 33 times
Index 24277: 33 times
Index 59696: 33 times
Index 21605: 33 times
Index 17125: 33 times
Index 54125: 33 times
Index 45200: 33 times
Index 16396: 33 times
Index 27982: 33 times
Index 13343: 33 times
Index 56618: 33 times
Index 9065: 33 times
Index 54524: 33 times
Index 35111: 33 times
Index 7119: 32 times
Index 3543: 32 times
Index 25238: 32 times
Index 50169: 32 times
Index 38099: 32 times
Index 41429: 32 times
Index 16484: 32 times
Index 63242: 32 times
Index 12141: 32 times
Index 60084: 32 times
Index 37169: 32 times
Index 49369: 32 times
Index 4802: 32 times
Index 23808: 32 times
Index 57936: 32 times
Index 51739: 32 times
Index 7388: 32 times
Index 52643: 32 times
Index 47849: 32 times
Index 34098: 32 times
Index 59894: 32 times
Index 49153: 32 times
Index 13476: 32 times
Index 5615: 32 times
Index 33176: 32 times
Index 37655: 32 times
Index 58411: 32 times
Index 51444: 32 times
Index 35055: 32 times
Index 3476: 32 times
Index 49897: 32 times
Index 45752: 32 times
Index 12618: 31 times
Index 2964: 31 times
Index 24087: 31 times
Index 2527: 31 times
Index 35665: 31 times
Index 10597: 31 times
Index 63337: 31 times
Index 41209: 31 times
Index 29009: 31 times
Index 5425: 31 times
Index 12744: 31 times
Index 31218: 31 times
Index 42284: 31 times
Index 57636: 31 times
Index 7306: 31 times
Index 15660: 31 times
Index 13132: 31 times
Index 36730: 31 times
Index 22845: 31 times
Index 37527: 31 times
Index 6189: 31 times
Index 22540: 31 times
Index 5504: 31 times
Index 49940: 31 times
Index 30326: 31 times
Index 61504: 31 times
Index 14761: 31 times
Index 23757: 30 times
Index 55681: 30 times
Index 48749: 30 times
Index 20465: 30 times
Index 15209: 30 times
Index 49539: 30 times
Index 38586: 30 times
Index 20238: 30 times
Index 17439: 30 times
Index 4146: 30 times
Index 28076: 30 times
Index 24240: 30 times
Index 61387: 30 times
Index 22119: 30 times
Index 58266: 30 times
Index 51303: 30 times
Index 38523: 30 times
Index 23862: 30 times
Index 51711: 30 times
Index 28524: 30 times
Index 9100: 30 times
Index 27280: 30 times
Index 18760: 30 times
Index 60523: 30 times
Index 30097: 30 times
Index 18449: 30 times
Index 9580: 30 times
Index 22403: 30 times
Index 22478: 30 times
Index 20057: 30 times
Index 9502: 30 times
Index 7708: 30 times
Index 52956: 30 times
Index 47954: 30 times
Index 43870: 30 times
Index 62866: 30 times
Index 54833: 30 times
Index 52237: 30 times
Index 14015: 30 times
Index 2984: 29 times
Index 24522: 29 times
Index 46406: 29 times
Index 3444: 29 times
Index 3874: 29 times
Index 14401: 29 times
Index 21037: 29 times
Index 31657: 29 times
Index 53477: 29 times
Index 17280: 29 times
Index 50805: 29 times
Index 19540: 29 times
Index 44697: 29 times
Index 868: 29 times
Index 42878: 29 times
Index 36988: 29 times
Index 9976: 29 times
Index 23115: 29 times
Index 16513: 29 times
Index 39924: 29 times
Index 45344: 29 times
Index 30715: 29 times
Index 51445: 29 times
Index 20757: 29 times
Index 46089: 28 times
Index 26069: 28 times
Index 51840: 28 times
Index 47758: 28 times
Index 46045: 28 times
Index 65236: 28 times
Index 39802: 28 times
Index 33446: 28 times
Index 26247: 28 times
Index 11374: 28 times
Index 59483: 28 times
Index 40665: 28 times
Index 53125: 28 times
Index 59164: 28 times
Index 29088: 28 times
Index 53475: 28 times
Index 10056: 28 times
Index 8548: 28 times
Index 57515: 28 times
Index 58774: 28 times
Index 46341: 28 times
Index 23832: 28 times
Index 46539: 28 times
Index 1645: 28 times
Index 48677: 28 times
Index 34796: 28 times
Index 62193: 28 times
Index 64137: 27 times
Index 43441: 27 times
Index 60386: 27 times
Index 38590: 27 times
Index 26940: 27 times
Index 52494: 27 times
Index 38369: 27 times
Index 46058: 27 times
Index 26891: 27 times
Index 32703: 27 times
