Embedding Index statistics
==================================================

Total occurrence: 249344
Index 43840: 411 times
Index 22235: 410 times
Index 704: 398 times
Index 28875: 397 times
Index 6698: 397 times
Index 26076: 389 times
Index 27483: 384 times
Index 25578: 380 times
Index 5225: 380 times
Index 7931: 378 times
Index 54205: 373 times
Index 50749: 373 times
Index 15161: 367 times
Index 61243: 366 times
Index 30356: 362 times
Index 45439: 359 times
Index 5087: 356 times
Index 32775: 353 times
Index 26756: 350 times
Index 40804: 348 times
Index 44428: 347 times
Index 37068: 346 times
Index 52157: 342 times
Index 60426: 338 times
Index 37635: 338 times
Index 45162: 338 times
Index 64940: 329 times
Index 25507: 329 times
Index 46211: 327 times
Index 13481: 325 times
Index 26380: 323 times
Index 56740: 323 times
Index 48308: 315 times
Index 63893: 312 times
Index 7473: 310 times
Index 47161: 306 times
Index 8192: 306 times
Index 34035: 301 times
Index 22756: 298 times
Index 49706: 298 times
Index 9620: 297 times
Index 29678: 295 times
Index 50621: 293 times
Index 6643: 290 times
Index 10475: 289 times
Index 30046: 289 times
Index 45270: 288 times
Index 9321: 287 times
Index 58309: 287 times
Index 46214: 285 times
Index 45701: 284 times
Index 32005: 281 times
Index 48452: 276 times
Index 1034: 274 times
Index 45868: 274 times
Index 53874: 274 times
Index 24443: 273 times
Index 16566: 273 times
Index 45939: 272 times
Index 53428: 269 times
Index 25800: 268 times
Index 41159: 268 times
Index 33476: 264 times
Index 54446: 263 times
Index 19784: 262 times
Index 25674: 262 times
Index 43827: 258 times
Index 31168: 258 times
Index 52242: 255 times
Index 58357: 253 times
Index 3883: 253 times
Index 7007: 252 times
Index 39653: 252 times
Index 3512: 251 times
Index 108: 250 times
Index 26003: 248 times
Index 11764: 248 times
Index 36439: 247 times
Index 45121: 247 times
Index 55669: 247 times
Index 42824: 243 times
Index 50765: 242 times
Index 54074: 242 times
Index 11763: 239 times
Index 51509: 236 times
Index 15141: 236 times
Index 5006: 233 times
Index 29354: 232 times
Index 12237: 232 times
Index 43205: 232 times
Index 35212: 230 times
Index 21645: 229 times
Index 50509: 229 times
Index 22678: 228 times
Index 6151: 228 times
Index 38450: 228 times
Index 65407: 227 times
Index 51573: 227 times
Index 62462: 226 times
Index 45950: 225 times
Index 54476: 225 times
Index 18004: 223 times
Index 29388: 221 times
Index 50518: 221 times
Index 10234: 220 times
Index 64652: 219 times
Index 4311: 218 times
Index 14429: 217 times
Index 15831: 216 times
Index 21954: 215 times
Index 44097: 211 times
Index 16807: 210 times
Index 61580: 210 times
Index 10141: 209 times
Index 27954: 208 times
Index 29083: 207 times
Index 5644: 207 times
Index 57296: 207 times
Index 24486: 205 times
Index 17139: 204 times
Index 23284: 204 times
Index 52610: 204 times
Index 39804: 201 times
Index 50345: 200 times
Index 58115: 197 times
Index 56400: 197 times
Index 51837: 196 times
Index 18019: 195 times
Index 21976: 194 times
Index 41582: 193 times
Index 11925: 193 times
Index 44680: 192 times
Index 26427: 191 times
Index 53981: 190 times
Index 12259: 190 times
Index 13934: 187 times
Index 42985: 186 times
Index 47899: 186 times
Index 49474: 186 times
Index 24887: 186 times
Index 47429: 185 times
Index 11948: 183 times
Index 49014: 180 times
Index 43907: 180 times
Index 55999: 179 times
Index 38351: 178 times
Index 61269: 178 times
Index 42246: 178 times
Index 26381: 177 times
Index 44787: 177 times
Index 31450: 176 times
Index 45590: 175 times
Index 54595: 174 times
Index 4626: 174 times
Index 16478: 173 times
Index 25744: 173 times
Index 6436: 172 times
Index 14343: 172 times
Index 46707: 171 times
Index 10406: 171 times
Index 46473: 170 times
Index 35927: 170 times
Index 42120: 170 times
Index 45029: 169 times
Index 11310: 169 times
Index 39430: 169 times
Index 5553: 167 times
Index 64251: 167 times
Index 55861: 166 times
Index 9982: 165 times
Index 46213: 164 times
Index 62374: 162 times
Index 56310: 162 times
Index 58574: 160 times
Index 18588: 159 times
Index 7966: 159 times
Index 50752: 158 times
Index 14981: 158 times
Index 19350: 157 times
Index 46944: 156 times
Index 25771: 156 times
Index 16165: 156 times
Index 51651: 155 times
Index 32441: 155 times
Index 3129: 154 times
Index 52061: 154 times
Index 9957: 153 times
Index 7606: 153 times
Index 54519: 152 times
Index 61442: 152 times
Index 9863: 152 times
Index 63393: 151 times
Index 13014: 151 times
Index 4889: 151 times
Index 60898: 149 times
Index 18544: 149 times
Index 35768: 148 times
Index 20056: 147 times
Index 34995: 146 times
Index 25152: 145 times
Index 12337: 145 times
Index 32764: 144 times
Index 44713: 143 times
Index 52741: 143 times
Index 14321: 143 times
Index 20143: 141 times
Index 25283: 141 times
Index 28324: 140 times
Index 64712: 140 times
Index 27886: 140 times
Index 9931: 140 times
Index 11694: 139 times
Index 45796: 139 times
Index 43235: 138 times
Index 46198: 138 times
Index 27279: 138 times
Index 3506: 138 times
Index 3524: 136 times
Index 12157: 136 times
Index 64737: 136 times
Index 32712: 135 times
Index 40184: 135 times
Index 26083: 134 times
Index 65373: 134 times
Index 46185: 134 times
Index 41756: 133 times
Index 62109: 133 times
Index 50256: 132 times
Index 1557: 132 times
Index 22399: 131 times
Index 139: 130 times
Index 18854: 129 times
Index 31113: 129 times
Index 28952: 129 times
Index 41188: 128 times
Index 24078: 127 times
Index 64730: 127 times
Index 14098: 127 times
Index 42653: 126 times
Index 5372: 126 times
Index 12797: 125 times
Index 57722: 125 times
Index 1590: 124 times
Index 53944: 124 times
Index 14724: 124 times
Index 55198: 123 times
Index 35227: 123 times
Index 50967: 123 times
Index 4108: 122 times
Index 54684: 122 times
Index 62497: 122 times
Index 58547: 121 times
Index 2781: 121 times
Index 2660: 121 times
Index 14881: 121 times
Index 1220: 120 times
Index 34082: 120 times
Index 27023: 120 times
Index 18183: 119 times
Index 43597: 119 times
Index 54562: 118 times
Index 65517: 118 times
Index 18809: 118 times
Index 63657: 118 times
Index 36758: 118 times
Index 17717: 117 times
Index 54896: 117 times
Index 32442: 117 times
Index 55808: 116 times
Index 48705: 116 times
Index 54567: 116 times
Index 26446: 116 times
Index 27756: 116 times
Index 11139: 116 times
Index 26653: 115 times
Index 13143: 114 times
Index 28353: 114 times
Index 19624: 114 times
Index 61235: 114 times
Index 18500: 114 times
Index 9742: 113 times
Index 13398: 113 times
Index 58429: 113 times
Index 53730: 112 times
Index 9564: 112 times
Index 6022: 112 times
Index 9713: 112 times
Index 22272: 111 times
Index 58683: 111 times
Index 3353: 111 times
Index 31144: 110 times
Index 9220: 110 times
Index 28137: 110 times
Index 6382: 109 times
Index 2671: 109 times
Index 22203: 109 times
Index 44138: 109 times
Index 18003: 109 times
Index 48169: 108 times
Index 12645: 107 times
Index 60570: 107 times
Index 39015: 107 times
Index 20634: 106 times
Index 56989: 106 times
Index 15090: 106 times
Index 53340: 105 times
Index 6457: 104 times
Index 57717: 103 times
Index 33775: 103 times
Index 15579: 102 times
Index 54543: 102 times
Index 3188: 102 times
Index 33449: 102 times
Index 25521: 101 times
Index 13515: 101 times
Index 48738: 101 times
Index 53087: 101 times
Index 51046: 101 times
Index 42348: 101 times
Index 569: 101 times
Index 48064: 101 times
Index 48984: 100 times
Index 41260: 100 times
Index 61929: 100 times
Index 6408: 100 times
Index 1127: 100 times
Index 57926: 99 times
Index 37436: 99 times
Index 62751: 98 times
Index 6832: 98 times
Index 41843: 98 times
Index 33959: 98 times
Index 59953: 98 times
Index 54868: 98 times
Index 42895: 97 times
Index 41951: 97 times
Index 48111: 97 times
Index 10655: 97 times
Index 62766: 96 times
Index 6583: 96 times
Index 29938: 96 times
Index 6127: 96 times
Index 55620: 96 times
Index 58713: 95 times
Index 30444: 95 times
Index 52613: 94 times
Index 47168: 94 times
Index 34276: 94 times
Index 64584: 94 times
Index 46591: 93 times
Index 17144: 93 times
Index 22391: 93 times
Index 45778: 92 times
Index 43322: 92 times
Index 5799: 92 times
Index 3933: 91 times
Index 23150: 91 times
Index 47362: 91 times
Index 1770: 91 times
Index 33536: 90 times
Index 23920: 90 times
Index 57157: 90 times
Index 52669: 89 times
Index 17560: 89 times
Index 36874: 89 times
Index 47156: 88 times
Index 11291: 88 times
Index 50933: 88 times
Index 63055: 87 times
Index 2596: 87 times
Index 44220: 87 times
Index 50507: 86 times
Index 24966: 85 times
Index 48615: 85 times
Index 26588: 85 times
Index 55679: 85 times
Index 40442: 85 times
Index 4810: 85 times
Index 2209: 85 times
Index 12704: 85 times
Index 23098: 84 times
Index 17235: 84 times
Index 15791: 84 times
Index 12973: 84 times
Index 48334: 84 times
Index 2232: 84 times
Index 46710: 84 times
Index 54289: 84 times
Index 41796: 84 times
Index 53200: 84 times
Index 41318: 83 times
Index 27732: 83 times
Index 23627: 83 times
Index 60699: 83 times
Index 27576: 83 times
Index 9633: 83 times
Index 43171: 83 times
Index 40565: 83 times
Index 36300: 83 times
Index 15430: 82 times
Index 4847: 82 times
Index 3544: 82 times
Index 28493: 82 times
Index 60875: 82 times
Index 10455: 82 times
Index 32303: 82 times
Index 33995: 82 times
Index 31816: 81 times
Index 44126: 81 times
Index 49325: 80 times
Index 40219: 80 times
Index 8641: 80 times
Index 50861: 80 times
Index 14835: 80 times
Index 31204: 79 times
Index 1403: 79 times
Index 9111: 79 times
Index 47072: 79 times
Index 407: 79 times
Index 25921: 79 times
Index 13512: 79 times
Index 26790: 79 times
Index 8852: 79 times
Index 64270: 78 times
Index 48192: 78 times
Index 18316: 78 times
Index 54261: 78 times
Index 38636: 77 times
Index 51503: 77 times
Index 55556: 77 times
Index 53542: 77 times
Index 50706: 77 times
Index 13375: 77 times
Index 44956: 76 times
Index 26508: 76 times
Index 30731: 76 times
Index 1981: 75 times
Index 10324: 75 times
Index 28292: 75 times
Index 48022: 75 times
Index 5346: 75 times
Index 9461: 75 times
Index 18443: 74 times
Index 32630: 74 times
Index 53653: 74 times
Index 49426: 73 times
Index 31118: 73 times
Index 65301: 73 times
Index 32761: 73 times
Index 51698: 73 times
Index 12801: 73 times
Index 19698: 73 times
Index 40762: 73 times
Index 56380: 73 times
Index 39317: 72 times
Index 24285: 72 times
Index 60615: 72 times
Index 48949: 71 times
Index 47942: 71 times
Index 57558: 71 times
Index 59752: 71 times
Index 54773: 71 times
Index 41046: 71 times
Index 25959: 71 times
Index 56320: 70 times
Index 38945: 70 times
Index 16725: 70 times
Index 48243: 70 times
Index 28383: 70 times
Index 38489: 70 times
Index 7887: 70 times
Index 42665: 69 times
Index 26772: 69 times
Index 29778: 69 times
Index 24920: 69 times
Index 31821: 69 times
Index 48936: 68 times
Index 59396: 68 times
Index 31482: 68 times
Index 57843: 68 times
Index 59514: 68 times
Index 64384: 68 times
Index 58895: 68 times
Index 28123: 67 times
Index 16983: 67 times
Index 44490: 67 times
Index 17084: 67 times
Index 2453: 67 times
Index 53831: 67 times
Index 25625: 66 times
Index 41875: 66 times
Index 4676: 66 times
Index 15247: 66 times
Index 21750: 66 times
Index 30075: 66 times
Index 64124: 66 times
Index 46642: 66 times
Index 19866: 66 times
Index 12644: 66 times
Index 29669: 66 times
Index 39398: 66 times
Index 18048: 66 times
Index 25598: 66 times
Index 34916: 66 times
Index 59831: 65 times
Index 11387: 65 times
Index 24447: 65 times
Index 12107: 65 times
Index 15704: 65 times
Index 41830: 65 times
Index 22291: 65 times
Index 56509: 65 times
Index 48614: 65 times
Index 38192: 64 times
Index 12949: 64 times
Index 41311: 64 times
Index 36377: 64 times
Index 19404: 64 times
Index 44029: 64 times
Index 24100: 64 times
Index 42009: 63 times
Index 16637: 63 times
Index 46226: 63 times
Index 18134: 63 times
Index 31938: 63 times
Index 20670: 63 times
Index 3495: 63 times
Index 15217: 63 times
Index 1860: 63 times
Index 45721: 62 times
Index 14285: 62 times
Index 5921: 62 times
Index 44599: 62 times
Index 55066: 62 times
Index 9727: 61 times
Index 35063: 61 times
Index 59643: 61 times
Index 38989: 61 times
Index 42804: 61 times
Index 52189: 60 times
Index 1241: 60 times
Index 15273: 60 times
Index 50987: 60 times
Index 27099: 60 times
Index 9878: 60 times
Index 45704: 60 times
Index 20689: 60 times
Index 36842: 59 times
Index 46477: 59 times
Index 29771: 59 times
Index 18157: 59 times
Index 276: 59 times
Index 51828: 59 times
Index 10481: 59 times
Index 53360: 59 times
Index 47685: 59 times
Index 10174: 59 times
Index 55981: 58 times
Index 25943: 58 times
Index 12112: 58 times
Index 13617: 58 times
Index 58327: 58 times
Index 47269: 58 times
Index 28841: 58 times
Index 27250: 57 times
Index 3300: 57 times
Index 14265: 57 times
Index 3725: 57 times
Index 57653: 57 times
Index 23773: 57 times
Index 14127: 57 times
Index 1116: 57 times
Index 60191: 56 times
Index 22696: 56 times
Index 29513: 56 times
Index 29545: 56 times
Index 31968: 56 times
Index 24146: 55 times
Index 31740: 55 times
Index 25667: 55 times
Index 20741: 55 times
Index 64648: 55 times
Index 30026: 55 times
Index 8971: 55 times
Index 39860: 55 times
Index 34690: 54 times
Index 62024: 54 times
Index 12111: 54 times
Index 5570: 54 times
Index 48033: 54 times
Index 37127: 54 times
Index 11640: 53 times
Index 1091: 53 times
Index 3962: 53 times
Index 16333: 53 times
Index 14629: 53 times
Index 50306: 53 times
Index 63004: 53 times
Index 8606: 53 times
Index 31737: 53 times
Index 8321: 53 times
Index 8096: 53 times
Index 21468: 53 times
Index 31966: 52 times
Index 52794: 52 times
Index 40499: 52 times
Index 17796: 52 times
Index 25930: 52 times
Index 44367: 52 times
Index 48457: 52 times
Index 25259: 52 times
Index 34511: 52 times
Index 61688: 52 times
Index 33951: 51 times
Index 2506: 51 times
Index 23795: 51 times
Index 38098: 51 times
Index 25021: 51 times
Index 31902: 51 times
Index 3189: 51 times
Index 54340: 51 times
Index 43623: 51 times
Index 6229: 51 times
Index 20696: 50 times
Index 59825: 50 times
Index 14932: 50 times
Index 42902: 50 times
Index 33969: 50 times
Index 3320: 50 times
Index 55886: 50 times
Index 48420: 50 times
Index 49334: 50 times
Index 575: 50 times
Index 25127: 50 times
Index 18830: 50 times
Index 36887: 49 times
Index 11744: 49 times
Index 29934: 49 times
Index 62899: 49 times
Index 18052: 49 times
Index 1041: 49 times
Index 17388: 49 times
Index 15668: 49 times
Index 1555: 49 times
Index 11036: 49 times
Index 33315: 49 times
Index 17389: 49 times
Index 27393: 48 times
Index 49310: 48 times
Index 21267: 48 times
Index 44609: 48 times
Index 40832: 48 times
Index 19971: 48 times
Index 21494: 48 times
Index 46757: 48 times
Index 53135: 48 times
Index 36019: 48 times
Index 45074: 48 times
Index 210: 48 times
Index 54487: 48 times
Index 25510: 48 times
Index 62928: 48 times
Index 10677: 48 times
Index 7346: 48 times
Index 3718: 47 times
Index 38306: 47 times
Index 25865: 47 times
Index 3473: 47 times
Index 32624: 47 times
Index 63398: 47 times
Index 25420: 47 times
Index 20830: 47 times
Index 47529: 47 times
Index 4892: 47 times
Index 19305: 47 times
Index 52516: 47 times
Index 22767: 47 times
Index 19973: 47 times
Index 9883: 47 times
Index 50143: 46 times
Index 54185: 46 times
Index 51517: 46 times
Index 36895: 46 times
Index 23535: 46 times
Index 60674: 46 times
Index 52767: 46 times
Index 15973: 46 times
Index 16391: 46 times
Index 57020: 46 times
Index 49638: 46 times
Index 18061: 46 times
Index 32437: 46 times
Index 60041: 46 times
Index 59703: 46 times
Index 25716: 46 times
Index 40826: 46 times
Index 64110: 46 times
Index 39124: 46 times
Index 41551: 46 times
Index 45239: 45 times
Index 45035: 45 times
Index 63423: 45 times
Index 55304: 45 times
Index 34083: 45 times
Index 32481: 45 times
Index 41673: 45 times
Index 48776: 45 times
Index 34355: 45 times
Index 17934: 45 times
Index 408: 44 times
Index 22968: 44 times
Index 20451: 44 times
Index 46301: 44 times
Index 64467: 44 times
Index 44133: 44 times
Index 17521: 44 times
Index 35024: 44 times
Index 48427: 44 times
Index 54668: 44 times
Index 50008: 44 times
Index 7153: 43 times
Index 24672: 43 times
Index 19644: 43 times
Index 22151: 43 times
Index 35554: 43 times
Index 5612: 43 times
Index 10736: 43 times
Index 51123: 43 times
Index 24655: 43 times
Index 35321: 43 times
Index 64025: 43 times
Index 51502: 43 times
Index 55538: 43 times
Index 32334: 43 times
Index 356: 43 times
Index 35688: 43 times
Index 50750: 43 times
Index 4908: 43 times
Index 50437: 42 times
Index 7632: 42 times
Index 26082: 42 times
Index 48960: 42 times
Index 777: 42 times
Index 5869: 42 times
Index 13799: 42 times
Index 1785: 42 times
Index 25487: 42 times
Index 36858: 42 times
Index 29909: 42 times
Index 20735: 42 times
Index 6704: 42 times
Index 50808: 42 times
Index 15812: 42 times
Index 62819: 41 times
Index 24386: 41 times
Index 50227: 41 times
Index 4231: 41 times
Index 35769: 41 times
Index 4592: 41 times
Index 38735: 41 times
Index 33148: 41 times
Index 16045: 41 times
Index 51785: 41 times
Index 28031: 41 times
Index 10781: 41 times
Index 48893: 41 times
Index 17549: 40 times
Index 26178: 40 times
Index 38717: 40 times
Index 11501: 40 times
Index 45530: 40 times
Index 42722: 40 times
Index 13083: 40 times
Index 252: 40 times
Index 19685: 40 times
Index 36487: 40 times
Index 27544: 40 times
Index 28956: 40 times
Index 49635: 40 times
Index 1574: 40 times
Index 25400: 40 times
Index 15084: 40 times
Index 16056: 39 times
Index 24989: 39 times
Index 35732: 39 times
Index 12393: 39 times
Index 24552: 39 times
Index 52871: 39 times
Index 28458: 39 times
Index 6074: 39 times
Index 53850: 39 times
Index 25952: 39 times
Index 39187: 39 times
Index 43134: 39 times
Index 7533: 39 times
Index 13404: 39 times
Index 6906: 39 times
Index 4905: 39 times
Index 57472: 38 times
Index 51630: 38 times
Index 25796: 38 times
Index 8136: 38 times
Index 10897: 38 times
Index 10437: 38 times
Index 46335: 38 times
Index 16888: 38 times
Index 3112: 38 times
Index 55045: 38 times
Index 7329: 38 times
Index 46129: 38 times
Index 27268: 38 times
Index 19684: 38 times
Index 26: 38 times
Index 17407: 38 times
Index 44812: 38 times
Index 34067: 38 times
Index 35213: 38 times
Index 36826: 38 times
Index 5575: 38 times
Index 35524: 38 times
Index 50547: 37 times
Index 9098: 37 times
Index 16816: 37 times
Index 58229: 37 times
Index 56247: 37 times
Index 52092: 37 times
Index 51850: 37 times
Index 10132: 37 times
Index 50197: 37 times
Index 20258: 37 times
Index 53347: 37 times
Index 2463: 37 times
Index 23946: 37 times
Index 6626: 37 times
Index 5910: 37 times
Index 45244: 37 times
Index 4829: 37 times
Index 42016: 37 times
Index 53246: 37 times
Index 33080: 37 times
Index 57237: 37 times
Index 29695: 37 times
Index 203: 36 times
Index 15260: 36 times
Index 29954: 36 times
Index 32267: 36 times
Index 47749: 36 times
Index 16977: 36 times
Index 58847: 36 times
Index 10821: 36 times
Index 62009: 36 times
Index 4763: 36 times
Index 4991: 36 times
Index 25332: 36 times
Index 40222: 36 times
Index 31347: 36 times
Index 35663: 36 times
Index 57578: 36 times
Index 41369: 36 times
Index 26363: 36 times
Index 55273: 36 times
Index 12394: 36 times
Index 63671: 36 times
Index 23657: 36 times
Index 802: 36 times
Index 37170: 36 times
Index 34021: 35 times
Index 7852: 35 times
Index 25745: 35 times
Index 11188: 35 times
Index 39193: 35 times
Index 40036: 35 times
Index 30437: 35 times
Index 53213: 35 times
Index 26603: 35 times
Index 53115: 35 times
Index 44495: 35 times
Index 56328: 35 times
Index 57674: 35 times
Index 16277: 35 times
Index 49117: 35 times
Index 10968: 35 times
Index 20684: 35 times
Index 51747: 35 times
Index 15815: 35 times
Index 48537: 35 times
Index 58311: 34 times
Index 59809: 34 times
Index 53903: 34 times
Index 46421: 34 times
Index 51356: 34 times
Index 555: 34 times
Index 17409: 34 times
Index 25751: 34 times
Index 9887: 34 times
Index 24309: 34 times
Index 26614: 34 times
Index 52952: 34 times
Index 49218: 34 times
Index 51686: 34 times
Index 21018: 34 times
Index 47310: 34 times
Index 24553: 34 times
Index 37191: 34 times
Index 50703: 34 times
Index 35173: 34 times
Index 862: 34 times
Index 29624: 34 times
Index 31161: 34 times
Index 19513: 33 times
Index 45408: 33 times
Index 24277: 33 times
Index 61025: 33 times
Index 52453: 33 times
Index 59966: 33 times
Index 33557: 33 times
Index 2385: 33 times
Index 40347: 33 times
Index 3556: 33 times
Index 18924: 33 times
Index 32490: 33 times
Index 47987: 33 times
Index 39773: 33 times
Index 50281: 33 times
Index 7431: 33 times
Index 50743: 33 times
Index 61207: 33 times
Index 24145: 32 times
Index 7119: 32 times
Index 50169: 32 times
Index 44371: 32 times
Index 23563: 32 times
Index 59696: 32 times
Index 12141: 32 times
Index 37169: 32 times
Index 55485: 32 times
Index 4802: 32 times
Index 17125: 32 times
Index 22458: 32 times
Index 45200: 32 times
Index 45076: 32 times
Index 21155: 32 times
Index 52643: 32 times
Index 15962: 32 times
Index 16396: 32 times
Index 56326: 32 times
Index 9065: 32 times
Index 35537: 32 times
Index 54524: 32 times
Index 10792: 32 times
Index 29473: 31 times
Index 23031: 31 times
Index 3543: 31 times
Index 9025: 31 times
Index 25238: 31 times
Index 38099: 31 times
Index 41429: 31 times
Index 2527: 31 times
Index 15003: 31 times
Index 60084: 31 times
Index 63337: 31 times
Index 49369: 31 times
Index 5425: 31 times
Index 57936: 31 times
Index 50596: 31 times
Index 33176: 31 times
Index 18260: 31 times
Index 60186: 31 times
Index 24237: 31 times
Index 56098: 31 times
Index 23757: 30 times
Index 48749: 30 times
Index 24675: 30 times
Index 4081: 30 times
Index 35665: 30 times
Index 22431: 30 times
Index 23808: 30 times
Index 11112: 30 times
Index 28524: 30 times
Index 18760: 30 times
Index 51739: 30 times
Index 47849: 30 times
Index 5615: 30 times
Index 7173: 30 times
Index 15660: 30 times
Index 37527: 30 times
Index 4358: 30 times
Index 57100: 30 times
Index 14799: 30 times
Index 5504: 30 times
Index 35111: 30 times
Index 12618: 29 times
Index 7583: 29 times
Index 49539: 29 times
Index 38586: 29 times
Index 16484: 29 times
Index 28076: 29 times
Index 2984: 29 times
Index 63242: 29 times
Index 16740: 29 times
Index 24522: 29 times
Index 46406: 29 times
Index 38523: 29 times
Index 5947: 29 times
Index 54125: 29 times
Index 29009: 29 times
Index 53477: 29 times
Index 31218: 29 times
Index 34098: 29 times
Index 13476: 29 times
Index 57636: 29 times
Index 27982: 29 times
Index 36730: 29 times
Index 37655: 29 times
Index 26418: 29 times
Index 13343: 29 times
Index 58411: 29 times
Index 6189: 29 times
Index 22540: 29 times
Index 47954: 29 times
Index 43870: 29 times
Index 52237: 29 times
Index 45752: 29 times
Index 41847: 29 times
Index 46089: 28 times
Index 55681: 28 times
Index 46045: 28 times
Index 20465: 28 times
Index 21481: 28 times
Index 16630: 28 times
Index 20238: 28 times
Index 17439: 28 times
Index 21605: 28 times
Index 4146: 28 times
Index 24240: 28 times
Index 61387: 28 times
Index 22119: 28 times
Index 58266: 28 times
Index 51303: 28 times
Index 41209: 28 times
Index 14401: 28 times
Index 23862: 28 times
Index 51711: 28 times
Index 12744: 28 times
Index 60523: 28 times
Index 57515: 28 times
Index 30097: 28 times
Index 50805: 28 times
Index 19540: 28 times
Index 22403: 28 times
Index 42284: 28 times
Index 20057: 28 times
Index 44697: 28 times
Index 49153: 28 times
Index 51444: 28 times
Index 35055: 28 times
Index 49897: 28 times
Index 16513: 28 times
Index 39924: 28 times
Index 49940: 28 times
Index 30326: 28 times
Index 30715: 28 times
Index 14015: 28 times
Index 14761: 28 times
Index 43441: 27 times
Index 47758: 27 times
Index 65236: 27 times
Index 38590: 27 times
Index 15209: 27 times
Index 26940: 27 times
Index 24087: 27 times
Index 43860: 27 times
Index 11374: 27 times
Index 26891: 27 times
Index 40665: 27 times
Index 53125: 27 times
Index 10597: 27 times
Index 59164: 27 times
Index 29088: 27 times
Index 3444: 27 times
Index 3874: 27 times
Index 21037: 27 times
Index 31657: 27 times
Index 10056: 27 times
Index 9100: 27 times
Index 8548: 27 times
Index 9580: 27 times
Index 61274: 27 times
Index 22478: 27 times
Index 59894: 27 times
Index 56618: 27 times
Index 30924: 27 times
Index 23832: 27 times
Index 36988: 27 times
Index 46539: 27 times
Index 52956: 27 times
Index 9976: 27 times
Index 3476: 27 times
Index 30623: 27 times
Index 62866: 27 times
Index 64137: 26 times
Index 26069: 26 times
Index 51840: 26 times
Index 13231: 26 times
Index 2964: 26 times
Index 39802: 26 times
Index 26247: 26 times
Index 59483: 26 times
Index 32703: 26 times
Index 53475: 26 times
Index 27280: 26 times
Index 62152: 26 times
Index 32654: 26 times
Index 17280: 26 times
Index 7388: 26 times
Index 10561: 26 times
Index 46341: 26 times
Index 13132: 26 times
Index 868: 26 times
Index 42878: 26 times
Index 54833: 26 times
Index 62193: 26 times
Index 28998: 26 times
Index 51445: 26 times
Index 46261: 26 times
Index 9118: 25 times
Index 60386: 25 times
Index 12581: 25 times
Index 43522: 25 times
Index 45230: 25 times
Index 53523: 25 times
Index 42173: 25 times
Index 3659: 25 times
Index 36757: 25 times
Index 38369: 25 times
Index 60953: 25 times
Index 53752: 25 times
Index 47661: 25 times
