10: [0.0, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42, -3.920833103180838e-42]
11: [0.0, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41, -1.2320216098343792e-41]
12: [0.0, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40, -2.1661411791379455e-40]
13: [0.0, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43]
14: [0.0, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42, -2.113158084201824e-42]
15: [0.0, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42, -2.253287930634306e-42]
16: [0.0, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38, -4.527232401931224e-38]
17: [0.0, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41, -3.6279617241369514e-41]
18: [0.0, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42, -6.134884676814049e-42]
19: [0.0, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43, -2.886674836509123e-43]
20: [0.0, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40, -6.980988689573374e-40]
21: [0.0, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42, -2.5321463250349444e-42]
22: [0.0, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29, -2.396549884671147e-29]
23: [0.0, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41, -1.0812418950730289e-41]
24: [0.0, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26, -6.29076327681639e-26]
25: [0.0, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38, -3.844845451875282e-38]
26: [0.0, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29, -2.1857228475573834e-29]
27: [0.0, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38, -2.863380491617266e-38]
28: [0.0, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39, -5.219173965436318e-39]
29: [0.0, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35, -3.463882812538917e-35]
30: [0.0, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38, -3.3319875900333566e-38]
31: [0.0, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36, -1.3261994492430095e-36]
32: [0.0, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38, -1.8729496033949605e-38]
33: [0.0, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39, -5.5783659981997697e-39]
34: [0.0, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36, -1.2140442733628421e-36]
35: [0.0, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41, -3.8176975362065316e-41]
36: [0.0, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35, -7.982818296660767e-35]
37: [0.0, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41, -5.12931289881456e-41]
38: [0.0, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42, -1.555441295400547e-42]
39: [0.0, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40, -2.0025115574587366e-40]
40: [0.0, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36, -1.029432056894342e-36]
41: [0.0, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30, -9.845205669379798e-30]
42: [0.0, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38, -2.1645518264197083e-38]
43: [0.0, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43, -2.872661851865875e-43]
44: [0.0, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35, -1.55977309683319e-35]
45: [0.0, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34, -1.0626513701237856e-34]
46: [0.0, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42, -5.997557427310217e-42]
47: [0.0, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36, -9.767510011923375e-36]
48: [0.0, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34, -3.43635569653741e-34]
49: [0.0, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28, -1.471778089389983e-28]
50: [0.0, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42, -9.577875003660125e-42]
51: [0.0, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42, -5.582773081870071e-42]
52: [0.0, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43]
53: [0.0, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40, -3.5358824020461677e-40]
54: [0.0, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41, -1.1224400699241785e-41]
55: [0.0, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43, -1.4573504028978098e-43]
56: [0.0, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33, -1.1934867612295611e-33]
